geo_description,label,year,description,estimate,moe,se,cv,file
"Guilford County, NC",HD01_VD10,2015,Estimate; Male: - Graduate or professional degree,2877,1234.38,629.79,21.89,African American
United States,HD01_VD11,2015,Estimate; Female:,13825644,18917.28,9651.67,0.07,African American
North Carolina,HD01_VD11,2015,Estimate; Female:,773253,4450.21,2270.52,0.29,African American
"Durham County, NC",HD01_VD11,2015,Estimate; Female:,41450,810.21,413.37,1,African American
"Forsyth County, NC",HD01_VD11,2015,Estimate; Female:,33882,638.64,325.84,0.96,African American
"Guilford County, NC",HD01_VD11,2015,Estimate; Female:,60353,878.13,448.03,0.74,African American
United States,HD01_VD12,2015,Estimate; Female: - Less than 9th grade,581684,13697.36,6988.45,1.2,African American
North Carolina,HD01_VD12,2015,Estimate; Female: - Less than 9th grade,28143,3208.68,1637.08,5.82,African American
"Durham County, NC",HD01_VD12,2015,Estimate; Female: - Less than 9th grade,1975,867.4,442.55,22.41,African American
"Forsyth County, NC",HD01_VD12,2015,Estimate; Female: - Less than 9th grade,792,457.53,233.43,29.47,African American
"Guilford County, NC",HD01_VD12,2015,Estimate; Female: - Less than 9th grade,1154,637.45,325.23,28.18,African American
United States,HD01_VD13,2015,"Estimate; Female: - 9th to 12th grade, no diploma",1359483,23804.77,12145.29,0.89,African American
North Carolina,HD01_VD13,2015,"Estimate; Female: - 9th to 12th grade, no diploma",80316,5522.55,2817.63,3.51,African American
"Durham County, NC",HD01_VD13,2015,"Estimate; Female: - 9th to 12th grade, no diploma",3200,1329.7,678.42,21.2,African American
"Forsyth County, NC",HD01_VD13,2015,"Estimate; Female: - 9th to 12th grade, no diploma",3249,1129.53,576.29,17.74,African American
"Guilford County, NC",HD01_VD13,2015,"Estimate; Female: - 9th to 12th grade, no diploma",6696,1896.85,967.78,14.45,African American
United States,HD01_VD14,2015,Estimate; Female: - Regular high school diploma,3458392,38170.55,19474.77,0.56,African American
North Carolina,HD01_VD14,2015,Estimate; Female: - Regular high school diploma,181714,7492.09,3822.49,2.1,African American
"Durham County, NC",HD01_VD14,2015,Estimate; Female: - Regular high school diploma,9516,1919.49,979.33,10.29,African American
"Forsyth County, NC",HD01_VD14,2015,Estimate; Female: - Regular high school diploma,7688,1643.06,838.3,10.9,African American
"Guilford County, NC",HD01_VD14,2015,Estimate; Female: - Regular high school diploma,11957,2150.64,1097.27,9.18,African American
United States,HD01_VD15,2015,Estimate; Female: - GED or alternative credential,507688,13130.21,6699.09,1.32,African American
North Carolina,HD01_VD15,2015,Estimate; Female: - GED or alternative credential,24639,2971.57,1516.11,6.15,African American
"Durham County, NC",HD01_VD15,2015,Estimate; Female: - GED or alternative credential,558,478.98,244.38,43.8,African American
"Forsyth County, NC",HD01_VD15,2015,Estimate; Female: - GED or alternative credential,1020,641.02,327.05,32.06,African American
"Guilford County, NC",HD01_VD15,2015,Estimate; Female: - GED or alternative credential,1473,577.87,294.83,20.02,African American
United States,HD01_VD16,2015,"Estimate; Female: - Some college, no degree",3546823,33686.98,17187.23,0.48,African American
North Carolina,HD01_VD16,2015,"Estimate; Female: - Some college, no degree",205342,7038.13,3590.88,1.75,African American
"Durham County, NC",HD01_VD16,2015,"Estimate; Female: - Some college, no degree",8465,1964.77,1002.43,11.84,African American
"Forsyth County, NC",HD01_VD16,2015,"Estimate; Female: - Some college, no degree",10125,1859.91,948.93,9.37,African American
"Guilford County, NC",HD01_VD16,2015,"Estimate; Female: - Some college, no degree",18689,2596.26,1324.62,7.09,African American
United States,HD01_VD17,2015,Estimate; Female: - Associate's degree,1273607,22500.09,11479.64,0.9,African American
North Carolina,HD01_VD17,2015,Estimate; Female: - Associate's degree,80792,5934.81,3027.96,3.75,African American
"Durham County, NC",HD01_VD17,2015,Estimate; Female: - Associate's degree,3374,999.66,510.03,15.12,African American
"Forsyth County, NC",HD01_VD17,2015,Estimate; Female: - Associate's degree,2863,1376.17,702.13,24.52,African American
"Guilford County, NC",HD01_VD17,2015,Estimate; Female: - Associate's degree,5736,1496.51,763.53,13.31,African American
United States,HD01_VD18,2015,Estimate; Female: - Bachelor's degree,1893375,30131.57,15373.25,0.81,African American
North Carolina,HD01_VD18,2015,Estimate; Female: - Bachelor's degree,109853,7950.81,4056.54,3.69,African American
"Durham County, NC",HD01_VD18,2015,Estimate; Female: - Bachelor's degree,8308,1977.87,1009.12,12.15,African American
"Forsyth County, NC",HD01_VD18,2015,Estimate; Female: - Bachelor's degree,4939,1142.64,582.98,11.8,African American
"Guilford County, NC",HD01_VD18,2015,Estimate; Female: - Bachelor's degree,8493,1705.02,869.91,10.24,African American
United States,HD01_VD19,2015,Estimate; Female: - Graduate or professional degree,1204592,25073.7,12792.7,1.06,African American
North Carolina,HD01_VD19,2015,Estimate; Female: - Graduate or professional degree,62454,4452.6,2271.73,3.64,African American
"Durham County, NC",HD01_VD19,2015,Estimate; Female: - Graduate or professional degree,6054,1597.79,815.2,13.47,African American
"Forsyth County, NC",HD01_VD19,2015,Estimate; Female: - Graduate or professional degree,3206,1117.62,570.21,17.79,African American
"Guilford County, NC",HD01_VD19,2015,Estimate; Female: - Graduate or professional degree,6155,1397.62,713.07,11.59,African American
United States,HD01_VD01,2016,Estimate; Total:,25944692,39602.72,20205.47,0.08,African American
North Carolina,HD01_VD01,2016,Estimate; Total:,1407993,8761.02,4469.91,0.32,African American
"Durham County, NC",HD01_VD01,2016,Estimate; Total:,74917,1050.89,536.17,0.72,African American
"Forsyth County, NC",HD01_VD01,2016,Estimate; Total:,60510,1243.91,634.65,1.05,African American
"Guilford County, NC",HD01_VD01,2016,Estimate; Total:,108725,1936.17,987.84,0.91,African American
United States,HD01_VD02,2016,Estimate; Male:,11937836,24044.26,12267.48,0.1,African American
North Carolina,HD01_VD02,2016,Estimate; Male:,627065,5208,2657.14,0.42,African American
"Durham County, NC",HD01_VD02,2016,Estimate; Male:,32527,595.74,303.95,0.93,African American
"Forsyth County, NC",HD01_VD02,2016,Estimate; Male:,26145,779.23,397.57,1.52,African American
"Guilford County, NC",HD01_VD02,2016,Estimate; Male:,46695,1488.17,759.27,1.63,African American
United States,HD01_VD03,2016,Estimate; Male: - Less than 9th grade,514953,13969.02,7127.05,1.38,African American
North Carolina,HD01_VD03,2016,Estimate; Male: - Less than 9th grade,25995,3238.47,1652.28,6.36,African American
"Durham County, NC",HD01_VD03,2016,Estimate; Male: - Less than 9th grade,782,636.26,324.62,41.51,African American
"Forsyth County, NC",HD01_VD03,2016,Estimate; Male: - Less than 9th grade,671,380.09,193.92,28.9,African American
"Guilford County, NC",HD01_VD03,2016,Estimate; Male: - Less than 9th grade,2049,955.57,487.54,23.79,African American
United States,HD01_VD04,2016,"Estimate; Male: - 9th to 12th grade, no diploma",1438107,24556.6,12528.88,0.87,African American
North Carolina,HD01_VD04,2016,"Estimate; Male: - 9th to 12th grade, no diploma",81108,5666.72,2891.18,3.56,African American
"Durham County, NC",HD01_VD04,2016,"Estimate; Male: - 9th to 12th grade, no diploma",2794,1164.09,593.92,21.26,African American
"Forsyth County, NC",HD01_VD04,2016,"Estimate; Male: - 9th to 12th grade, no diploma",2372,925.79,472.34,19.91,African American
"Guilford County, NC",HD01_VD04,2016,"Estimate; Male: - 9th to 12th grade, no diploma",5091,1565.62,798.79,15.69,African American
United States,HD01_VD05,2016,Estimate; Male: - Regular high school diploma,3415907,38893.79,19843.77,0.58,African American
North Carolina,HD01_VD05,2016,Estimate; Male: - Regular high school diploma,184444,8759.83,4469.3,2.42,African American
"Durham County, NC",HD01_VD05,2016,Estimate; Male: - Regular high school diploma,6060,1535.83,783.59,12.93,African American
"Forsyth County, NC",HD01_VD05,2016,Estimate; Male: - Regular high school diploma,8265,1575.15,803.65,9.72,African American
"Guilford County, NC",HD01_VD05,2016,Estimate; Male: - Regular high school diploma,14041,2300.77,1173.86,8.36,African American
United States,HD01_VD06,2016,Estimate; Male: - GED or alternative credential,718059,14582.64,7440.12,1.04,African American
North Carolina,HD01_VD06,2016,Estimate; Male: - GED or alternative credential,35269,4163.06,2124.01,6.02,African American
"Durham County, NC",HD01_VD06,2016,Estimate; Male: - GED or alternative credential,2083,872.17,444.98,21.36,African American
"Forsyth County, NC",HD01_VD06,2016,Estimate; Male: - GED or alternative credential,427,284.77,145.29,34.03,African American
"Guilford County, NC",HD01_VD06,2016,Estimate; Male: - GED or alternative credential,1479,929.36,474.16,32.06,African American
United States,HD01_VD07,2016,"Estimate; Male: - Some college, no degree",2831195,34256.51,17477.81,0.62,African American
North Carolina,HD01_VD07,2016,"Estimate; Male: - Some college, no degree",152025,8650.21,4413.37,2.9,African American
"Durham County, NC",HD01_VD07,2016,"Estimate; Male: - Some college, no degree",7778,2073.19,1057.75,13.6,African American
"Forsyth County, NC",HD01_VD07,2016,"Estimate; Male: - Some college, no degree",8158,1977.87,1009.12,12.37,African American
"Guilford County, NC",HD01_VD07,2016,"Estimate; Male: - Some college, no degree",12556,2733.28,1394.53,11.11,African American
United States,HD01_VD08,2016,Estimate; Male: - Associate's degree,846162,19783.49,10093.62,1.19,African American
North Carolina,HD01_VD08,2016,Estimate; Male: - Associate's degree,42627,4684.94,2390.28,5.61,African American
"Durham County, NC",HD01_VD08,2016,Estimate; Male: - Associate's degree,2993,1390.47,709.42,23.7,African American
"Forsyth County, NC",HD01_VD08,2016,Estimate; Male: - Associate's degree,1011,483.74,246.81,24.41,African American
"Guilford County, NC",HD01_VD08,2016,Estimate; Male: - Associate's degree,2327,1066.38,544.07,23.38,African American
United States,HD01_VD09,2016,Estimate; Male: - Bachelor's degree,1431291,28707.74,14646.81,1.02,African American
North Carolina,HD01_VD09,2016,Estimate; Male: - Bachelor's degree,73683,6045.62,3084.5,4.19,African American
"Durham County, NC",HD01_VD09,2016,Estimate; Male: - Bachelor's degree,6828,2064.85,1053.49,15.43,African American
"Forsyth County, NC",HD01_VD09,2016,Estimate; Male: - Bachelor's degree,4043,1364.26,696.05,17.22,African American
"Guilford County, NC",HD01_VD09,2016,Estimate; Male: - Bachelor's degree,6002,1652.6,843.16,14.05,African American
United States,HD01_VD10,2016,Estimate; Male: - Graduate or professional degree,742162,17419.57,8887.54,1.2,African American
North Carolina,HD01_VD10,2016,Estimate; Male: - Graduate or professional degree,31914,3865.19,1972.04,6.18,African American
"Durham County, NC",HD01_VD10,2016,Estimate; Male: - Graduate or professional degree,3209,1262.98,644.38,20.08,African American
"Forsyth County, NC",HD01_VD10,2016,Estimate; Male: - Graduate or professional degree,1198,673.19,343.46,28.67,African American
"Guilford County, NC",HD01_VD10,2016,Estimate; Male: - Graduate or professional degree,3150,1180.77,602.43,19.12,African American
United States,HD01_VD11,2016,Estimate; Female:,14006856,29726.47,15166.57,0.11,African American
North Carolina,HD01_VD11,2016,Estimate; Female:,780928,5912.17,3016.41,0.39,African American
"Durham County, NC",HD01_VD11,2016,Estimate; Female:,42390,719.66,367.17,0.87,African American
"Forsyth County, NC",HD01_VD11,2016,Estimate; Female:,34365,835.23,426.14,1.24,African American
"Guilford County, NC",HD01_VD11,2016,Estimate; Female:,62030,1061.62,541.64,0.87,African American
United States,HD01_VD12,2016,Estimate; Female: - Less than 9th grade,553598,15212.94,7761.7,1.4,African American
North Carolina,HD01_VD12,2016,Estimate; Female: - Less than 9th grade,29101,3320.68,1694.22,5.82,African American
"Durham County, NC",HD01_VD12,2016,Estimate; Female: - Less than 9th grade,737,560,285.71,38.77,African American
"Forsyth County, NC",HD01_VD12,2016,Estimate; Female: - Less than 9th grade,762,412.26,210.34,27.6,African American
"Guilford County, NC",HD01_VD12,2016,Estimate; Female: - Less than 9th grade,2553,1159.32,591.49,23.17,African American
United States,HD01_VD13,2016,"Estimate; Female: - 9th to 12th grade, no diploma",1320413,20932.09,10679.64,0.81,African American
North Carolina,HD01_VD13,2016,"Estimate; Female: - 9th to 12th grade, no diploma",79810,5502.3,2807.3,3.52,African American
"Durham County, NC",HD01_VD13,2016,"Estimate; Female: - 9th to 12th grade, no diploma",5402,1838.47,937.99,17.36,African American
"Forsyth County, NC",HD01_VD13,2016,"Estimate; Female: - 9th to 12th grade, no diploma",2619,1159.32,591.49,22.58,African American
"Guilford County, NC",HD01_VD13,2016,"Estimate; Female: - 9th to 12th grade, no diploma",4645,1196.26,610.34,13.14,African American
United States,HD01_VD14,2016,Estimate; Female: - Regular high school diploma,3482840,37421.11,19092.4,0.55,African American
North Carolina,HD01_VD14,2016,Estimate; Female: - Regular high school diploma,181574,8075.91,4120.36,2.27,African American
"Durham County, NC",HD01_VD14,2016,Estimate; Female: - Regular high school diploma,6517,1828.94,933.13,14.32,African American
"Forsyth County, NC",HD01_VD14,2016,Estimate; Female: - Regular high school diploma,7787,1815.83,926.44,11.9,African American
"Guilford County, NC",HD01_VD14,2016,Estimate; Female: - Regular high school diploma,13299,2490.21,1270.52,9.55,African American
United States,HD01_VD15,2016,Estimate; Female: - GED or alternative credential,496342,13424.51,6849.24,1.38,African American
North Carolina,HD01_VD15,2016,Estimate; Female: - GED or alternative credential,25507,2732.09,1393.92,5.46,African American
"Durham County, NC",HD01_VD15,2016,Estimate; Female: - GED or alternative credential,1848,876.94,447.42,24.21,African American
"Forsyth County, NC",HD01_VD15,2016,Estimate; Female: - GED or alternative credential,922,556.43,283.89,30.79,African American
"Guilford County, NC",HD01_VD15,2016,Estimate; Female: - GED or alternative credential,1812,1079.49,550.76,30.4,African American
United States,HD01_VD16,2016,"Estimate; Female: - Some college, no degree",3582760,36894.47,18823.71,0.53,African American
North Carolina,HD01_VD16,2016,"Estimate; Female: - Some college, no degree",204591,8907.57,4544.68,2.22,African American
"Durham County, NC",HD01_VD16,2016,"Estimate; Female: - Some college, no degree",7585,1909.96,974.47,12.85,African American
"Forsyth County, NC",HD01_VD16,2016,"Estimate; Female: - Some college, no degree",9638,1540.6,786.02,8.16,African American
"Guilford County, NC",HD01_VD16,2016,"Estimate; Female: - Some college, no degree",17257,2702.3,1378.72,7.99,African American
United States,HD01_VD17,2016,Estimate; Female: - Associate's degree,1329942,28275.23,14426.14,1.08,African American
North Carolina,HD01_VD17,2016,Estimate; Female: - Associate's degree,79933,5533.28,2823.1,3.53,African American
"Durham County, NC",HD01_VD17,2016,Estimate; Female: - Associate's degree,4074,1299.91,663.22,16.28,African American
"Forsyth County, NC",HD01_VD17,2016,Estimate; Female: - Associate's degree,2966,1044.94,533.13,17.97,African American
"Guilford County, NC",HD01_VD17,2016,Estimate; Female: - Associate's degree,5379,1736,885.71,16.47,African American
United States,HD01_VD18,2016,Estimate; Female: - Bachelor's degree,1964394,30337.7,15478.42,0.79,African American
North Carolina,HD01_VD18,2016,Estimate; Female: - Bachelor's degree,116256,7456.34,3804.26,3.27,African American
"Durham County, NC",HD01_VD18,2016,Estimate; Female: - Bachelor's degree,11204,2100.6,1071.73,9.57,African American
"Forsyth County, NC",HD01_VD18,2016,Estimate; Female: - Bachelor's degree,5910,1554.89,793.31,13.42,African American
"Guilford County, NC",HD01_VD18,2016,Estimate; Female: - Bachelor's degree,10810,2135.15,1089.36,10.08,African American
United States,HD01_VD19,2016,Estimate; Female: - Graduate or professional degree,1276567,24866.38,12686.93,0.99,African American
North Carolina,HD01_VD19,2016,Estimate; Female: - Graduate or professional degree,64156,5259.23,2683.28,4.18,African American
"Durham County, NC",HD01_VD19,2016,Estimate; Female: - Graduate or professional degree,5023,1710.98,872.95,17.38,African American
"Forsyth County, NC",HD01_VD19,2016,Estimate; Female: - Graduate or professional degree,3761,1193.87,609.12,16.2,African American
"Guilford County, NC",HD01_VD19,2016,Estimate; Female: - Graduate or professional degree,6275,1451.23,740.42,11.8,African American
United States,HD01_VD01,2017,Estimate; Total:,26472921,44434.21,22670.52,0.09,African American
North Carolina,HD01_VD01,2017,Estimate; Total:,1439450,8908.77,4545.29,0.32,African American
"Durham County, NC",HD01_VD01,2017,Estimate; Total:,74922,1739.57,887.54,1.18,African American
"Forsyth County, NC",HD01_VD01,2017,Estimate; Total:,62605,1318.98,672.95,1.07,African American
"Guilford County, NC",HD01_VD01,2017,Estimate; Total:,112675,1190.3,607.3,0.54,African American
United States,HD01_VD02,2017,Estimate; Male:,12197506,28743.49,14665.05,0.12,African American
North Carolina,HD01_VD02,2017,Estimate; Male:,643482,5912.17,3016.41,0.47,African American
"Durham County, NC",HD01_VD02,2017,Estimate; Male:,33581,890.04,454.1,1.35,African American
"Forsyth County, NC",HD01_VD02,2017,Estimate; Male:,27450,571.91,291.79,1.06,African American
"Guilford County, NC",HD01_VD02,2017,Estimate; Male:,49255,676.77,345.29,0.7,African American
United States,HD01_VD03,2017,Estimate; Male: - Less than 9th grade,504081,15346.38,7829.79,1.55,African American
North Carolina,HD01_VD03,2017,Estimate; Male: - Less than 9th grade,26224,3618.55,1846.2,7.04,African American
"Durham County, NC",HD01_VD03,2017,Estimate; Male: - Less than 9th grade,1748,803.06,409.72,23.44,African American
"Forsyth County, NC",HD01_VD03,2017,Estimate; Male: - Less than 9th grade,789,459.91,234.65,29.74,African American
"Guilford County, NC",HD01_VD03,2017,Estimate; Male: - Less than 9th grade,876,405.11,206.69,23.59,African American
United States,HD01_VD04,2017,"Estimate; Male: - 9th to 12th grade, no diploma",1393611,25702.81,13113.68,0.94,African American
North Carolina,HD01_VD04,2017,"Estimate; Male: - 9th to 12th grade, no diploma",78929,5849.02,2984.19,3.78,African American
"Durham County, NC",HD01_VD04,2017,"Estimate; Male: - 9th to 12th grade, no diploma",5105,1456,742.86,14.55,African American
"Forsyth County, NC",HD01_VD04,2017,"Estimate; Male: - 9th to 12th grade, no diploma",2800,1363.06,695.44,24.84,African American
"Guilford County, NC",HD01_VD04,2017,"Estimate; Male: - 9th to 12th grade, no diploma",6267,1743.15,889.36,14.19,African American
United States,HD01_VD05,2017,Estimate; Male: - Regular high school diploma,3600751,38049.02,19412.77,0.54,African American
North Carolina,HD01_VD05,2017,Estimate; Male: - Regular high school diploma,198304,7446.81,3799.39,1.92,African American
"Durham County, NC",HD01_VD05,2017,Estimate; Male: - Regular high school diploma,7218,1637.11,835.26,11.57,African American
"Forsyth County, NC",HD01_VD05,2017,Estimate; Male: - Regular high school diploma,8812,1724.09,879.64,9.98,African American
"Guilford County, NC",HD01_VD05,2017,Estimate; Male: - Regular high school diploma,13622,2112.51,1077.81,7.91,African American
United States,HD01_VD06,2017,Estimate; Male: - GED or alternative credential,712967,15805.11,8063.83,1.13,African American
North Carolina,HD01_VD06,2017,Estimate; Male: - GED or alternative credential,31823,3599.49,1836.47,5.77,African American
"Durham County, NC",HD01_VD06,2017,Estimate; Male: - GED or alternative credential,2248,1265.36,645.59,28.72,African American
"Forsyth County, NC",HD01_VD06,2017,Estimate; Male: - GED or alternative credential,816,501.62,255.93,31.36,African American
"Guilford County, NC",HD01_VD06,2017,Estimate; Male: - GED or alternative credential,1663,691.06,352.58,21.2,African American
United States,HD01_VD07,2017,"Estimate; Male: - Some college, no degree",2856150,41866.55,21360.48,0.75,African American
North Carolina,HD01_VD07,2017,"Estimate; Male: - Some college, no degree",157871,7569.53,3862.01,2.45,African American
"Durham County, NC",HD01_VD07,2017,"Estimate; Male: - Some college, no degree",8057,1888.51,963.53,11.96,African American
"Forsyth County, NC",HD01_VD07,2017,"Estimate; Male: - Some college, no degree",7479,1542.98,787.23,10.53,African American
"Guilford County, NC",HD01_VD07,2017,"Estimate; Male: - Some college, no degree",11772,2043.4,1042.55,8.86,African American
United States,HD01_VD08,2017,Estimate; Male: - Associate's degree,875766,23016,11742.86,1.34,African American
North Carolina,HD01_VD08,2017,Estimate; Male: - Associate's degree,41238,4440.68,2265.65,5.49,African American
"Durham County, NC",HD01_VD08,2017,Estimate; Male: - Associate's degree,852,545.7,278.42,32.68,African American
"Forsyth County, NC",HD01_VD08,2017,Estimate; Male: - Associate's degree,2009,905.53,462.01,23,African American
"Guilford County, NC",HD01_VD08,2017,Estimate; Male: - Associate's degree,4899,1788.43,912.46,18.63,African American
United States,HD01_VD09,2017,Estimate; Male: - Bachelor's degree,1484335,25968.51,13249.24,0.89,African American
North Carolina,HD01_VD09,2017,Estimate; Male: - Bachelor's degree,80900,5602.38,2858.36,3.53,African American
"Durham County, NC",HD01_VD09,2017,Estimate; Male: - Bachelor's degree,5733,1863.49,950.76,16.58,African American
"Forsyth County, NC",HD01_VD09,2017,Estimate; Male: - Bachelor's degree,3499,1176,600,17.15,African American
"Guilford County, NC",HD01_VD09,2017,Estimate; Male: - Bachelor's degree,7974,1930.21,984.8,12.35,African American
United States,HD01_VD10,2017,Estimate; Male: - Graduate or professional degree,769845,20615.15,10517.93,1.37,African American
North Carolina,HD01_VD10,2017,Estimate; Male: - Graduate or professional degree,28193,3283.74,1675.38,5.94,African American
"Durham County, NC",HD01_VD10,2017,Estimate; Male: - Graduate or professional degree,2620,1109.28,565.96,21.6,African American
"Forsyth County, NC",HD01_VD10,2017,Estimate; Male: - Graduate or professional degree,1246,635.06,324.01,26,African American
"Guilford County, NC",HD01_VD10,2017,Estimate; Male: - Graduate or professional degree,2182,910.3,464.44,21.29,African American
United States,HD01_VD11,2017,Estimate; Female:,14275415,30070.81,15342.25,0.11,African American
North Carolina,HD01_VD11,2017,Estimate; Female:,795968,5707.23,2911.85,0.37,African American
"Durham County, NC",HD01_VD11,2017,Estimate; Female:,41341,1130.72,576.9,1.4,African American
"Forsyth County, NC",HD01_VD11,2017,Estimate; Female:,35155,1042.55,531.91,1.51,African American
"Guilford County, NC",HD01_VD11,2017,Estimate; Female:,63420,800.68,408.51,0.64,African American
United States,HD01_VD12,2017,Estimate; Female: - Less than 9th grade,531597,14817.36,7559.88,1.42,African American
North Carolina,HD01_VD12,2017,Estimate; Female: - Less than 9th grade,30559,3290.89,1679.03,5.49,African American
"Durham County, NC",HD01_VD12,2017,Estimate; Female: - Less than 9th grade,1054,629.11,320.97,30.45,African American
"Forsyth County, NC",HD01_VD12,2017,Estimate; Female: - Less than 9th grade,1050,642.21,327.66,31.21,African American
"Guilford County, NC",HD01_VD12,2017,Estimate; Female: - Less than 9th grade,1173,639.83,326.44,27.83,African American
United States,HD01_VD13,2017,"Estimate; Female: - 9th to 12th grade, no diploma",1312738,25913.7,13221.28,1.01,African American
North Carolina,HD01_VD13,2017,"Estimate; Female: - 9th to 12th grade, no diploma",74116,5329.53,2719.15,3.67,African American
"Durham County, NC",HD01_VD13,2017,"Estimate; Female: - 9th to 12th grade, no diploma",3770,1576.34,804.26,21.33,African American
"Forsyth County, NC",HD01_VD13,2017,"Estimate; Female: - 9th to 12th grade, no diploma",2642,757.79,386.63,14.63,African American
"Guilford County, NC",HD01_VD13,2017,"Estimate; Female: - 9th to 12th grade, no diploma",4880,1538.21,784.8,16.08,African American
United States,HD01_VD14,2017,Estimate; Female: - Regular high school diploma,3570590,37381.79,19072.34,0.53,African American
North Carolina,HD01_VD14,2017,Estimate; Female: - Regular high school diploma,189125,8358.3,4264.44,2.25,African American
"Durham County, NC",HD01_VD14,2017,Estimate; Female: - Regular high school diploma,8274,2013.62,1027.36,12.42,African American
"Forsyth County, NC",HD01_VD14,2017,Estimate; Female: - Regular high school diploma,8685,1904,971.43,11.19,African American
"Guilford County, NC",HD01_VD14,2017,Estimate; Female: - Regular high school diploma,14991,2343.66,1195.74,7.98,African American
United States,HD01_VD15,2017,Estimate; Female: - GED or alternative credential,502501,14912.68,7608.51,1.51,African American
North Carolina,HD01_VD15,2017,Estimate; Female: - GED or alternative credential,24394,3634.04,1854.1,7.6,African American
"Durham County, NC",HD01_VD15,2017,Estimate; Female: - GED or alternative credential,1185,834.04,425.53,35.91,African American
"Forsyth County, NC",HD01_VD15,2017,Estimate; Female: - GED or alternative credential,638,306.21,156.23,24.49,African American
"Guilford County, NC",HD01_VD15,2017,Estimate; Female: - GED or alternative credential,1411,770.89,393.31,27.87,African American
United States,HD01_VD16,2017,"Estimate; Female: - Some college, no degree",3576735,40038.81,20427.96,0.57,African American
North Carolina,HD01_VD16,2017,"Estimate; Female: - Some college, no degree",203280,10334.98,5272.95,2.59,African American
"Durham County, NC",HD01_VD16,2017,"Estimate; Female: - Some college, no degree",10163,2348.43,1198.18,11.79,African American
"Forsyth County, NC",HD01_VD16,2017,"Estimate; Female: - Some college, no degree",9867,1967.15,1003.65,10.17,African American
"Guilford County, NC",HD01_VD16,2017,"Estimate; Female: - Some college, no degree",17199,2590.3,1321.58,7.68,African American
United States,HD01_VD17,2017,Estimate; Female: - Associate's degree,1378831,26153.19,13343.46,0.97,African American
North Carolina,HD01_VD17,2017,Estimate; Female: - Associate's degree,78929,6167.15,3146.51,3.99,African American
"Durham County, NC",HD01_VD17,2017,Estimate; Female: - Associate's degree,1880,844.77,431.01,22.93,African American
"Forsyth County, NC",HD01_VD17,2017,Estimate; Female: - Associate's degree,3279,1018.72,519.76,15.85,African American
"Guilford County, NC",HD01_VD17,2017,Estimate; Female: - Associate's degree,6989,2031.49,1036.47,14.83,African American
United States,HD01_VD18,2017,Estimate; Female: - Bachelor's degree,2047716,31267.06,15952.58,0.78,African American
North Carolina,HD01_VD18,2017,Estimate; Female: - Bachelor's degree,124220,6443.57,3287.54,2.65,African American
"Durham County, NC",HD01_VD18,2017,Estimate; Female: - Bachelor's degree,7747,1877.79,958.06,12.37,African American
"Forsyth County, NC",HD01_VD18,2017,Estimate; Female: - Bachelor's degree,6277,1620.43,826.75,13.17,African American
"Guilford County, NC",HD01_VD18,2017,Estimate; Female: - Bachelor's degree,11114,2336.51,1192.1,10.73,African American
United States,HD01_VD19,2017,Estimate; Female: - Graduate or professional degree,1354707,24656.68,12579.94,0.93,African American
North Carolina,HD01_VD19,2017,Estimate; Female: - Graduate or professional degree,71345,5235.4,2671.12,3.74,African American
"Durham County, NC",HD01_VD19,2017,Estimate; Female: - Graduate or professional degree,7268,1938.55,989.06,13.61,African American
"Forsyth County, NC",HD01_VD19,2017,Estimate; Female: - Graduate or professional degree,2717,1033.02,527.05,19.4,African American
"Guilford County, NC",HD01_VD19,2017,Estimate; Female: - Graduate or professional degree,5663,1738.38,886.93,15.66,African American
United States,HD01_VD01,2006,Estimate; Total:,225633342,31848.51,16249.24,0.01,age group
North Carolina,HD01_VD01,2006,Estimate; Total:,6701486,3187.23,1626.14,0.02,age group
"Durham County, NC",HD01_VD01,2006,Estimate; Total:,186746,407.49,207.9,0.11,age group
"Forsyth County, NC",HD01_VD01,2006,Estimate; Total:,251267,482.55,246.2,0.1,age group
"Guilford County, NC",HD01_VD01,2006,Estimate; Total:,344486,NA,NA,NA,age group
United States,HD01_VD02,2006,Estimate; Male:,109685985,23988.26,12238.91,0.01,age group
North Carolina,HD01_VD02,2006,Estimate; Male:,3232697,3972.43,2026.75,0.06,age group
"Durham County, NC",HD01_VD02,2006,Estimate; Male:,89186,550.47,280.85,0.31,age group
"Forsyth County, NC",HD01_VD02,2006,Estimate; Male:,118173,599.32,305.78,0.26,age group
"Guilford County, NC",HD01_VD02,2006,Estimate; Male:,162881,731.57,373.25,0.23,age group
United States,HD01_VD03,2006,Estimate; Male: - 18 to 24 years:,15326044,30895.32,15762.92,0.1,age group
North Carolina,HD01_VD03,2006,Estimate; Male: - 18 to 24 years:,446172,5429.62,2770.21,0.62,age group
"Durham County, NC",HD01_VD03,2006,Estimate; Male: - 18 to 24 years:,13676,508.77,259.58,1.9,age group
"Forsyth County, NC",HD01_VD03,2006,Estimate; Male: - 18 to 24 years:,15506,569.53,290.58,1.87,age group
"Guilford County, NC",HD01_VD03,2006,Estimate; Male: - 18 to 24 years:,22241,526.64,268.69,1.21,age group
United States,HD01_VD04,2006,Estimate; Male: - 18 to 24 years: - Less than 9th grade,501355,18078.47,9223.71,1.84,age group
North Carolina,HD01_VD04,2006,Estimate; Male: - 18 to 24 years: - Less than 9th grade,17001,2612.94,1333.13,7.84,age group
